"cars_test.id","cars_test.predict"
8.99144425584084e+37,152914.940188169
1.57724668439283e+38,148055.564496018
2.10560980823314e+38,142324.900053345
9.53346329574758e+36,121701.671433675
3.61554874067869e+37,133366.741502784
2.34127326236134e+38,115135.717966806
2.80305492068079e+38,122209.729259275
2.06680675239217e+38,104641.265440336
3.38819821210509e+38,94368.351959869
2.04709679839832e+38,160410.164632841
9.08754324584213e+37,156790.334213173
2.75475573967873e+38,168005.267519474
1.35798733167447e+38,77312.5253498695
1.64677103649985e+37,158421.482019478
1.54737869680607e+38,189773.993106209
2.75775611271881e+38,107852.809128633
6.04520511616484e+37,144995.705225512
5.55739827903913e+37,159563.352366976
2.53718454255115e+38,117198.896210574
3.14064790115054e+38,116486.427759639
1.89570492320794e+38,156953.72539129
2.38252616049217e+37,140325.554872262
2.02301262511979e+38,158160.47490343
1.0423956809008e+38,140508.843170935
1.18155484109908e+38,164292.729177754
2.55279298803367e+38,91633.2329530756
2.0571308089174e+38,112129.175873453
2.71567936429803e+38,158191.215463516
8.3500313040263e+37,156190.402146355
1.99825580750147e+38,136469.625443797
3.55036607091605e+37,147052.655284534
1.36744533749502e+38,133166.485150887
1.46461487875439e+37,146412.280248625
1.75456875639757e+38,97615.0191918548
1.71887264709983e+38,87757.5312336302
5.575201071375e+36,145684.223983831
1.11243995712779e+37,129757.385449479
2.78012921215945e+38,154917.613422855
1.27163062492495e+38,75028.3530269232
3.02695598952433e+38,126101.753229213
3.39163194157299e+38,90908.3820158633
2.53179630755522e+38,120006.253617542
1.07540865078806e+38,144591.008496977
2.02747226890809e+38,131123.964512707
1.9847894460128e+38,147759.062371011
2.86842543879735e+38,133411.1617043
1.43789229725002e+38,185510.054484842
7.82018545890308e+37,123060.053292788
7.15398180433849e+37,61549.4790120437
1.23838437268534e+38,131265.604024033
1.65334355852047e+38,123322.075804704
1.64847888876548e+38,145455.964742377
1.01135033363139e+38,132737.914976559
1.41374361982311e+38,98919.190204339
5.15013649744146e+37,110516.300441755
3.3309868172787e+38,139652.590760375
8.02343784336974e+37,150088.665531138
2.97673004618655e+38,150421.089044127
2.04724813217968e+38,153736.904522708
1.64732854026285e+38,133303.104441625
6.54453528356116e+37,92188.2846547812
1.25195180397773e+38,103667.273849937
2.81257928188832e+38,121697.726538308
7.27602019972911e+37,123209.614708125
1.44585264635919e+38,145550.203379029
1.0940924301948e+38,142984.042777803
6.69760337413163e+37,110715.658037162
1.15854473798371e+38,146919.884399568
2.32720943751601e+38,134195.181053414
3.23041358526123e+38,119041.824852241
1.8957106559012e+38,135041.335465056
2.78830396664534e+38,124603.581743543
3.0098431088082e+38,155901.110788959
1.73248095429072e+38,122750.948694675
1.29039911398138e+38,122019.398409649
1.46454092270544e+38,118759.025914874
1.29592620248406e+38,122935.820331394
5.51787163380649e+37,128907.034676874
1.88552232778525e+38,127782.826382447
6.87387774736781e+37,124137.140154105
1.43650065470937e+38,115157.42757237
2.17143375116427e+38,135420.096391818
2.858575470452e+38,113724.688608219
1.3530751310437e+38,138921.856546013
2.90335172999639e+36,152713.249699401
2.3548545987131e+38,116920.909188027
2.96017386177027e+38,178212.680427367
2.1292953283587e+38,131701.077329571
4.47920531888047e+37,147931.78452465
2.49680012909724e+38,152901.212130715
1.88132402142982e+38,138061.005003099
2.43258499219043e+38,147015.429241623
2.97502384825462e+38,137465.221174812
2.04840517104166e+37,125140.351022591
2.53948032676147e+38,158842.404352047
9.82005883536892e+37,147200.668596042
1.41227914772089e+37,128066.127499674
2.08598248089931e+38,139336.128789868
2.98475622302532e+38,124718.136695082
2.58878866653442e+36,119445.976497566
9.71262866605111e+36,163984.344904126
4.29670266502212e+37,103922.591666053
3.31810071519527e+38,146224.485767342
2.85315356430762e+38,120099.402393426
1.47573383959505e+38,126460.779700823
1.7365177669505e+38,115562.937047364
2.28352591086465e+37,123398.334556826
1.63335522228146e+38,134733.453515254
7.95808648376975e+37,128592.212284787
1.80937220716942e+37,88602.5960208452
1.63127155367196e+38,154160.535704268
8.26992712744738e+37,107776.8276534
1.1989809223571e+38,135341.69806551
6.81201083168291e+37,145352.539063482
5.44995991808237e+37,132768.433263997
6.31511796301023e+37,120122.526085853
1.45333654310499e+38,138121.535464979
3.36202983245747e+38,141075.234999349
8.02765873093748e+37,99211.6877512004
2.11510309891117e+38,131685.098688491
7.80285717014355e+37,142548.269988852
1.13813549074393e+38,137465.374978189
4.29768576642911e+36,145063.002893416
2.36242654532846e+37,90054.8935991911
4.04000719868999e+37,118595.960226652
9.05894430951058e+37,123356.205990869
6.49303201595409e+37,134653.113248944
3.19957631812806e+38,133600.300644989
1.85473026310374e+38,110380.059204402
1.98280088122233e+38,143154.656244485
2.91324486703808e+38,146191.033855334
2.52398412139116e+38,128657.090014781
1.61513792123051e+38,115893.870843135
1.33941859718052e+38,130747.655971781
2.36698763821887e+38,138088.489013864
2.20897024275644e+38,125416.264006863
1.25219498777136e+38,75057.2438573951
2.25236262665839e+38,91850.4587715625
1.0286702695924e+38,187589.396809413
3.34671611250425e+38,141561.589695458
2.02238857962075e+38,134815.999976578
2.94826381461539e+38,138832.284801684
1.34053582412896e+38,106276.701682512
6.95661453655532e+37,141092.426462829
1.50522366131829e+38,142824.749471248
7.22507834036209e+37,130925.308199414
1.49743770509507e+38,139368.468714322
9.63371969406448e+37,158219.934030336
1.01203276212024e+38,121588.142787169
3.1248253943168e+37,116754.881019575
2.35397138909237e+37,112839.692739033
1.19322438176105e+38,117572.459290489
1.6014842250035e+38,111891.402287376
1.75024054306603e+38,90559.3240248496
2.61523753462729e+38,128142.566530782
1.28976127984583e+38,160853.137682405
2.33048716786273e+38,147533.317582862
1.74511354619462e+38,160303.001031698
2.26725547755505e+38,159758.229370302
3.7652492323093e+37,143549.169277895
2.08214939247031e+38,123751.469369381
2.41049905561863e+38,146800.506057532
3.09355085650997e+38,132614.451621163
2.10728588879522e+38,140382.218313612
2.51083960652402e+38,111769.492297643
3.25886745540209e+37,117252.559247404
1.86179222591094e+38,126327.373325422
2.78569731943591e+37,133510.46247172
3.29445361760244e+38,142384.573029085
6.02856702681501e+37,135697.468772222
2.39904779609265e+38,132991.350593705
2.31650690900163e+38,127509.67108917
3.2148277731291e+38,151054.548373624
9.06219215148491e+37,123747.485468811
2.76639800720599e+38,124360.233327389
3.55996383999214e+37,119689.081392831
2.72428218641208e+38,127300.161899761
1.3827434808545e+37,124619.382432
2.79109446575199e+38,108852.501379149
3.21479234739909e+38,133306.577208875
1.74226979497699e+38,137672.972451899
1.8286598690996e+38,95087.8911178743
1.72437796940895e+38,129205.076386787
2.82030584629452e+38,141091.803897578
8.24284500052246e+37,130767.450744888
6.10241204103648e+37,107133.130834139
9.64338140242808e+37,146767.238811879
3.12462858501805e+37,130795.327462077
2.45585367744757e+38,152689.954769973
2.3739497825999e+38,130084.81216784
3.34096094956644e+38,125624.078520751
3.06266746511332e+38,131804.017968581
2.51860337105668e+38,131075.070551875
2.51653768642786e+38,176129.007959071
2.91620155159733e+38,141246.02153144
3.2708049359751e+38,118571.369470089
2.44422386314672e+38,129599.116702174
1.70462664291315e+38,138827.936379482
2.5798921870152e+38,107318.861166869
3.31374419574041e+38,101002.302976832
2.30730449841349e+37,111319.929163035
4.29973978972799e+37,124533.320521458
6.32980959559902e+37,130307.643867635
2.9749759314857e+38,137970.97571698
3.03445302866133e+38,141223.511408698
3.22861063233554e+38,118342.596336713
4.85271081522211e+37,148980.372898971
7.51175054240781e+37,110468.648112598
1.16018537774968e+38,133371.74583524
1.35383065058256e+38,160070.838748774
4.75740775802885e+37,138645.840883624
6.45979382998259e+36,134947.795346979
9.51068605324729e+37,160079.333004383
2.878264076871e+37,139344.343698616
2.62977950922454e+38,136446.161043276
1.74071088075748e+38,120396.205521896
1.2467173726109e+38,141224.450845709
2.69337118762467e+38,137244.322517625
2.0925919810111e+38,83269.5836300387
1.39370578642362e+38,109788.961899455
2.89941365432809e+37,123083.571190512
2.9325829762181e+38,134339.53936464
2.72381528732508e+38,146412.280248625
3.07874037903054e+38,129732.003478861
1.14021850146525e+38,115625.94194779
8.54359995460191e+37,117956.790498059
1.03119620189893e+38,149333.055789725
3.14561543389181e+38,122146.788950741
2.39141765600935e+38,137155.183817852
7.66979640334573e+37,138962.739447051
2.64305253634443e+38,96484.9635682381
1.31551992554677e+38,127562.561254933
1.9883745819974e+38,91835.9247201995
1.59709089640309e+38,143564.963859879
2.40435520661011e+38,116133.005650001
2.37164398166654e+37,102992.080080958
2.97198590332052e+38,105939.822716171
1.97440825275922e+38,108318.213032031
1.80745679040798e+38,137854.342888808
1.19990119986468e+38,136911.447767842
6.94580226421706e+36,114115.203114582
6.31047353714628e+37,136717.660087228
2.68014220097093e+38,149091.216812802
8.20193134912762e+36,164174.288216813
2.93424115049061e+38,123946.282888142
1.97527187648268e+38,130761.200477679
2.41005170925789e+38,127691.030683851
2.47539232104409e+38,102048.691033153
2.02615412439834e+38,155339.437282781
2.92921571396806e+38,114022.057288187
1.0214655464352e+38,124202.375168675
2.04594591089768e+38,116406.524471157
1.6446567793948e+38,146216.544186265
3.13502068069834e+38,119907.002494591
2.35768787164618e+38,153905.525981228
5.54823659715274e+37,144133.069743755
2.74510050161827e+38,192257.807901382
2.62354354853492e+38,110860.462037362
2.25178758495725e+38,147081.348312439
2.04835397801259e+38,94399.4831146869
1.20967717512668e+38,154562.809559776
6.93844681689792e+37,148920.009043
1.72353782416663e+38,143001.641382461
9.36643779732718e+37,137550.514217658
3.36962307751087e+38,137449.006424067
2.23211215527692e+38,116756.662508633
1.87613432585729e+38,139684.971680128
2.9679669272015e+38,134128.155345819
2.96694309736194e+38,114287.027893565
6.2668871867764e+37,130103.953934294
5.83136467195189e+36,145993.172718824
2.63520175526384e+38,76153.9922840675
9.39130475547253e+37,147493.2568582
1.87792144573873e+38,133005.341909177
7.71937272704706e+37,96368.0110805549
9.32448639503053e+37,113384.747857766
4.5554261791996e+37,173888.816288596
1.45627501098448e+38,138217.339064559
2.76147028044265e+38,145047.424773475
1.01810035134787e+38,149030.259358018
3.23649586881188e+38,134974.176276382
2.40863300038824e+38,118635.881624783
1.73259610703588e+38,117429.173363024
2.10905950392861e+38,115952.00040442
1.2812357354409e+38,107111.474688563
5.53310537451024e+37,123581.419396751
4.89246681549308e+37,131216.759267315
9.82244738812416e+37,119855.774383443
1.46073654579419e+37,147427.496806216
1.67709308386276e+38,106365.111620415
2.81031027492928e+38,117977.929018771
3.17149933610832e+38,153646.427129654
1.11873775427756e+38,143488.794033604
2.1732850300052e+37,138515.467239783
1.79559082498079e+38,145507.736676654
2.56602505649871e+38,139679.469861846
2.28377042239119e+37,130176.78454492
1.53159405405938e+38,160088.223543811
6.80465885784526e+37,152343.394207011
5.46715174193703e+37,142908.011949776
9.07334763373796e+37,134841.279709579
7.48297557566271e+37,113045.809382159
1.13699792614803e+38,129045.1307906
3.09367485301631e+37,165105.905524114
2.86718433484587e+38,140039.244916483
5.30409052385214e+37,146832.632480056
2.27799093612016e+38,94890.9215991215
1.05984803437282e+38,90013.4645974239
1.36216515618315e+38,144122.146369003
3.13923828364562e+38,140744.761108336
2.56535569668688e+38,130209.286012973
1.61276830978411e+38,136918.053033534
1.93023133616328e+38,125771.638894252
4.51237795530904e+36,141934.180444716
2.41451673262291e+38,147876.610944067
3.33137917729422e+38,98376.8448723505
1.22104160214166e+36,127330.545710021
1.76930432600281e+37,139693.007978888
2.33874613249502e+38,163830.792626526
2.94239181834342e+37,121286.591951341
1.23067147644698e+38,153646.623503881
6.75763900472206e+37,137402.608838575
3.36003013146989e+38,110948.267705616
7.09510999960192e+37,187366.284899037
1.51224142156186e+38,124043.734143589
1.46803890080797e+38,124030.211071533
2.54871287756696e+37,121331.390596933
3.06159349104269e+38,111050.151984886
2.33291875187807e+38,141973.233293868
1.03649543423223e+38,94315.0466758077
2.70419948556221e+38,121777.674791324
1.53143792449153e+38,135390.226495409
2.30242894518259e+38,134336.27506174
3.19099264280577e+38,115885.822606292
1.46492844261498e+38,111569.747697443
1.63251387522305e+38,63954.686119025
2.53008578191098e+37,128657.090014781
5.56331876769249e+37,137684.617306344
4.91994234970822e+37,100288.253501877
2.32357932937097e+38,113146.617594102
1.79483086047331e+38,150033.554292897
2.93730314180432e+37,126803.174816551
1.07534969967686e+38,95044.6478040713
1.20571815096627e+38,122283.269843635
7.42115860718964e+36,131509.339372879
2.38931719318297e+38,126056.454302148
2.02740346843306e+38,148116.846381654
1.6689349456841e+37,126762.283556415
1.4801229721157e+38,150264.226271432
1.28134122255387e+38,141093.747197707
1.67571214511517e+38,113692.617591115
1.84011296344463e+38,128408.434692602
1.69465487970916e+38,129209.355370583
1.30361622420383e+38,134022.369889946
3.31939185720524e+38,129248.557128197
8.75694859180887e+37,184610.339699576
2.30770798992269e+38,150397.824417769
2.67366593531095e+38,109295.944804897
1.99926103285676e+38,147199.028766777
2.66968967193173e+38,154133.927054613
1.67826333249433e+38,103370.950881464
1.08079317452072e+38,127970.604964493
9.16841142607545e+36,135318.470106395
2.20379336042208e+38,135580.213610523
8.54097922093021e+37,128553.084227153
1.08315930477247e+38,149986.65347868
1.38178784399746e+38,129611.44974973
1.09448753225848e+38,129124.34924285
4.81016564656229e+37,137478.810549863
2.32801260678108e+38,112523.220960124
1.12833514130235e+38,124588.256847798
9.38482052727104e+36,131566.781261307
3.15097976795298e+38,153877.35592636
3.12987999748197e+38,137139.239068038
2.83651273349745e+38,118156.241464617
1.91707011347213e+38,129390.429775327
1.06126552952767e+38,129205.076386787
2.62257703451875e+38,125929.79347146
2.55899024359695e+38,132325.616720138
1.1416380167541e+38,145796.824706854
3.01845691767162e+38,129002.982384666
9.23990799948295e+37,121463.937592392
1.58804745485988e+38,139075.058914374
3.18699126633889e+38,185587.055609957
2.97113933456367e+38,172987.437858322
2.00474866821927e+38,119951.037596147
2.23364885293846e+38,124391.734525648
3.24259604829408e+38,100656.986202234
3.04251078569828e+38,142625.153978179
8.59377338056339e+37,151120.721421238
1.08988859207309e+38,180483.620182725
4.78488247713953e+37,131592.72623967
2.62530606945227e+38,167371.558236089
8.56558861516706e+37,136633.338048306
2.98184819601132e+38,147941.394275883
9.54087897586224e+37,140837.346077493
1.22922019966644e+38,126143.937656112
6.1835785696481e+36,118214.106243465
2.74289386281548e+38,135213.346415111
3.47268447294028e+37,168134.359238599
8.45864872479067e+37,175375.106966741
1.20720460409398e+38,134392.600222098
1.77428445547269e+38,111230.853053687
1.15727112823962e+38,109434.163380458
3.39528554109159e+38,133899.152400881
1.1227850553609e+38,119010.003038856
1.50655854973961e+38,124884.00262687
2.0514097898155e+38,172434.427538352
1.43222924043442e+38,95378.1015473239
2.22242097176001e+38,123361.743276265
1.85476235461315e+38,124285.698729106
2.47942554202835e+37,138587.602778578
1.70386853337926e+38,151141.218941588
8.95993377968878e+37,147454.512227985
1.32628385969592e+38,158641.681465026
2.09256260831814e+38,124794.317612032
2.99146289036887e+38,147131.04132016
9.21400141500818e+37,141033.938501943
2.26355025621853e+38,142108.587235759
1.11623792219172e+38,134789.927796608
4.62376324617598e+37,140192.602215972
6.1695533361581e+37,145862.858461045
1.6261458326616e+38,125258.413051218
1.82560755361396e+37,146007.445247475
6.26545929313773e+37,152326.888602567
1.3420283066559e+38,156939.30149017
2.14663508190129e+37,126700.924872859
1.97898324935815e+38,116323.192859009
2.18822826497052e+38,138227.343216939
1.92658336119532e+38,109553.034228854
2.23774110559714e+38,138539.520595928
1.52491369298185e+37,143647.667795063
1.30656210153993e+38,119127.913586001
1.66391612744862e+38,119100.551603637
2.80509122589602e+38,128413.292895233
5.02238464292549e+37,120805.644760559
4.39257996296667e+37,142386.312084866
3.3750249790405e+38,107764.402559684
2.88295058279943e+38,131362.892760773
2.80534277282576e+38,145959.213617496
2.58119514855433e+38,117334.770170092
9.77283481260152e+36,181882.888179257
6.62200667103157e+37,135704.235104868
3.27459637510857e+38,148022.91146507
1.80902441541917e+38,123417.860874538
1.95646360202007e+38,122944.533593723
1.09843078212424e+37,145999.874228963
7.68851418756629e+37,78956.6949162956
5.51370058057466e+37,129415.300335698
7.67618333852231e+37,112412.839863802
2.62777752576421e+38,108584.942730811
1.07836276518638e+38,140800.446155401
1.64706530572775e+38,129096.843358108
1.45636524351214e+38,151681.131264788
9.00116073841554e+37,140550.169887351
3.20130605102555e+37,130231.741855335
5.81322500693773e+37,129175.908444391
2.6029913191978e+38,159305.069595594
1.84335110908305e+38,163989.689141369
2.85609111316912e+38,141231.219492895
2.51285943387521e+38,187453.283469325
3.02864442564466e+38,120228.54792678
2.10195564817766e+38,132672.146272369
1.76242774880698e+38,158578.680383093
3.05349260229463e+38,123867.664775505
3.06130767528755e+38,149929.869465102
1.77930325763688e+38,62787.9932588998
6.4758506056774e+37,117840.710959838
1.26257881433966e+38,111082.415861058
4.55504384048301e+37,139659.099562032
2.89636635413122e+38,139405.96165308
2.31679144052465e+38,76485.6001035792
1.91391336220554e+38,121099.758285739
4.99098973014176e+37,148009.579202993
3.36903809994644e+38,93329.0797450947
4.04368279564954e+37,139352.782791653
2.10353392882469e+38,140203.506262585
2.08927952017921e+38,129977.761327761
6.8228648817481e+37,137549.406165987
3.07747602889219e+38,135749.23583405
8.37555749503636e+36,149109.688815355
1.66716319611153e+38,136229.143528822
1.20656670300819e+38,120565.348488013
2.62495862260503e+38,140856.778119095
1.3680268534315e+38,79787.2078523319
2.83057648150849e+38,77162.7987684048
3.12015766270401e+38,136952.870728395
1.19763057072017e+38,107333.461094284
2.5690640011139e+37,152534.514282369
1.9282807970296e+38,141996.369550187
1.51240579350998e+38,98304.5258822586
1.40625652985487e+38,124843.434207812
1.6624156396812e+37,168927.597176935
2.16138695785126e+37,110023.407562134
2.43551972103954e+38,152147.032702755
2.93740708241319e+38,138433.514217747
2.26094743039807e+38,122728.757070505
1.81600626434118e+38,144864.444485902
1.90489145631771e+38,154293.774582624
2.59736333159798e+38,126953.20285695
1.86588760731008e+38,152057.67253978
2.42606619384612e+37,104776.713201444
2.05930353514315e+38,128197.870731176
2.41181928168076e+38,156877.757433053
9.86980552097158e+37,128470.894320687
1.2625261118066e+38,119703.272563986
2.69167468196147e+38,127151.054086253
2.67527403562137e+38,127793.990096026
3.00793628976505e+38,128553.874778402
7.53897538745452e+37,140309.096386906
1.35851566225365e+38,195523.598016121
2.68830704055099e+38,134766.911687771
1.36623509624011e+38,109558.598314559
2.37309455263493e+38,140768.184914177
1.23409373992677e+38,145774.765802321
3.14238367306005e+38,115560.13669239
3.14950546563098e+38,135157.67711039
2.18742797854613e+38,148516.618091171
3.21264688634512e+38,99918.9964040915
1.44119158392337e+38,142108.5927653
3.30112624674999e+37,130431.419441279
2.2956274693593e+38,128434.45058721
2.06648217531879e+38,138930.700768965
2.90685733207148e+38,147760.61340015
2.62358741451692e+38,164261.376648661
2.70100366478409e+38,72556.3745289877
4.55041489979848e+37,126645.855665051
1.16419329991515e+38,97659.2223991245
8.91103942369237e+37,131768.671230725
3.33486917726954e+38,95863.3038633812
1.4921958491054e+38,133247.275656892
2.49381854510348e+38,171002.905907136
7.38728495273418e+37,143136.23915225
5.36099295478827e+37,151409.5236732
2.25982378560484e+38,120503.774038959
4.27690165944922e+36,127948.463213204
1.18420096741188e+38,127595.10550941
3.01522728698535e+38,149007.032393994
2.16959656527418e+38,126462.564426221
1.23327799953051e+38,143421.778333427
2.3825401421687e+38,137861.580648248
1.03551839541762e+38,133836.307478038
7.65449390899418e+37,131353.35905946
2.40778248532065e+38,73634.0803280825
3.28240021934307e+38,140018.181509213
2.28036522019557e+38,122829.61188772
1.5985018186746e+38,124530.543086245
2.21293211705172e+38,171310.508421642
6.03435203068331e+37,122352.764395922
1.89037221222605e+38,136977.965160471
5.76638643669257e+37,134212.139022627
8.12188643135086e+37,132283.49549211
2.85959433567767e+38,154737.998547168
9.2394939624e+37,141682.971981174
3.00203431604139e+38,145611.041063581
1.73648547722987e+38,156734.925154491
2.04604525530563e+37,158152.581956948
3.00263383677029e+38,144921.325430275
3.15202589853025e+38,118938.887807293
8.723523847343e+37,140889.534930847
1.97002501982322e+38,155537.327288478
1.48128854364618e+37,160207.198560911
6.84359142167132e+37,119138.9047631
6.91044703339766e+37,108366.91811871
3.00466561204189e+37,84721.2547251823
2.93384103379037e+38,137833.585607256
1.69530869409075e+38,182535.013486258
2.82958524415924e+38,132477.729089994
1.45714772911844e+38,90335.0024639523
2.16183792638534e+38,136706.645133902
1.0841880121083e+38,103706.929041242
2.22565133238824e+38,125532.103302175
2.27490089599844e+38,63197.7788957655
4.62398955891841e+37,134221.78993082
3.05261681970412e+37,124423.945731543
6.21897588209582e+37,143926.168166227
1.71993911483999e+36,133198.099031811
1.50137255482364e+37,132280.734600487
1.58856768602693e+38,138846.76831897
3.0601659644381e+37,148480.746315421
2.70163469946049e+38,161074.825667009
4.39630008865482e+37,84926.5184163585
1.4665856188944e+37,126998.753637416
9.35630134277124e+37,161926.078174214
1.95465912095706e+38,151694.86270305
1.68584833692513e+38,133715.234262376
3.0574173076899e+38,146800.506057532
5.91676743118019e+37,132042.773432889
3.11836955271152e+37,157306.757349368
